  0.502666    10711.44
  0.506476    10711.44
  0.509778    10723.89
  0.513334    10719.89
  0.516890    10719.89
  0.520192    10723.89
  0.523494    10731.90
  0.527050    10743.91
  0.530606    10735.90
  0.534162    10747.91
  0.537972    10747.91
  0.541274    10751.92
  0.545084    10759.92
  0.548386    10759.92
  0.551942    10767.93
  0.555752    10767.93
  0.559308    10771.93
  0.563118    10775.94
  0.566420    10771.93
  0.569722    10775.94
  0.573532    10787.95
  0.576834    10783.95
  0.580136    10796.40
  0.584200    10796.40
  0.587502    10800.40
  0.590804    10800.40
  0.594614    10804.41
  0.598424    10808.41
  0.601218    10808.41
  0.604774    10816.42
  0.608330    10816.42
  0.611632    10820.42
  0.615188    10824.43
  0.618490    10824.43
  0.621538    10824.43
  0.624840    10836.44
  0.628396    10840.44
  0.632206    10844.44
  0.636016    10852.45
  0.639572    10848.45
  0.642874    10852.45
  0.646176    10852.45
  0.649986    10852.45
  0.653288    10860.46
  0.656590    10864.46
  0.660400    10864.46
  0.663448    10868.91
  0.667004    10872.91
  0.670052    10872.91
  0.673354    10876.92
  0.676910    10884.93
  0.680466    10892.93
  0.684276    10884.93
  0.687578    10900.94
  0.691388    10892.93
  0.694690    10900.94
  0.697992    10900.94
  0.701040    10896.94
  0.704596    10912.95
  0.708152    10904.94
  0.710946    10908.95
  0.714502    10916.95
  0.717804    10912.95
  0.720852    10920.96
  0.724154    10924.96
  0.727456    10928.96
  0.731266    10932.97
  0.734822    10945.42
  0.738124    10936.97
  0.741680    10940.98
  0.744982    10936.97
  0.748284    10945.42
  0.751586    10945.42
  0.754634    10949.43
  0.757936    10957.43
  0.761492    10957.43
  0.764794    10961.44
  0.768096    10961.44
  0.771398    10965.44
  0.774700    10973.45
  0.778510    10973.45
  0.782320    10977.45
  0.785622    10977.45
  0.788924    10981.46
  0.792226    10977.45
  0.796036    10985.46
  0.799084    10985.46
  0.802640    10993.47
  0.805688    10989.46
  0.808990    10997.47
  0.812800    11001.47
  0.816102    11001.47
  0.819404    11001.47
  0.822706    11005.48
  0.826262    11009.48
  0.829564    11013.49
  0.832866    11013.49
  0.836168    11017.49
  0.839470    11013.49
  0.842518    11009.48
  0.846074    11021.94
  0.848868    11017.49
  0.852424    11025.94
  0.869188    11041.96
  0.886206    11049.96
  0.902716    11065.98
  0.919734    11077.99
  0.937006    11090.00
  0.954786    11106.46
  0.972058    11106.46
  0.988822    11114.47
  1.006348    11134.48
  1.023366    11146.49
  1.040638    11146.49
  1.058418    11158.51
  1.075944    11166.51
  1.092962    11174.96
  1.111504    11182.97
  1.128522    11190.98
  1.146556    11202.99
  1.165352    11202.99
  1.183894    11219.00
  1.203452    11223.01
  1.221486    11227.01
  1.239520    11231.01
  1.258316    11243.03
  1.276604    11239.02
  1.295400    11247.03
  1.314196    11259.48
  1.333500    11263.49
  1.353566    11263.49
  1.372362    11267.49
  1.391158    11279.50
  1.411986    11275.50
  1.431544    11275.50
  1.451102    11287.51
  1.471168    11287.51
  1.490472    11283.51
  1.510792    11291.51
  1.530858    11283.51
  1.550924    11287.51
  1.572514    11291.51
  1.593342    11287.51
  1.614170    11291.51
  1.636268    11283.51
  1.656334    11283.51
  1.677924    11279.50
  1.699260    11279.50
  1.720088    11275.50
  1.742948    11275.50
  1.765046    11267.49
  1.787144    11263.49
  1.810004    11247.03
  1.831594    11243.03
  1.854454    11235.02
  1.877822    11219.00
  1.899920    11215.00
  1.924050    11206.99
  1.945640    11186.98
  1.969770    11178.97
  1.992630    11154.50
  2.015490    11146.49
  2.038350    11130.48
  2.062480    11110.46
  2.085086    11094.00
  2.109978    11069.98
  2.133600    11049.96
  2.156968    11029.94
  2.180590    11005.48
  2.203450    10985.46
  2.227580    10977.45
  2.250948    10945.42
  2.274570    10920.96
  2.299208    10900.94
  2.322830    10876.92
  2.346198    10852.45
  2.371090    10820.42
  2.394204    10796.40
  2.417826    10775.94
  2.441194    10739.91
  2.464816    10719.89
  2.488184    10691.42
  2.513330    10663.39
  2.538476    10647.38
  2.562098    10606.90
  2.585466    10574.87
  2.610612    10550.40
  2.634234    10518.37
  2.657602    10477.89
  2.681224    10445.86
  2.704592    10417.84
  2.728214    10393.37
  2.753360    10353.33
  2.776728    10320.86
  2.801874    10292.84
  2.825496    10252.80
  2.848864    10228.33
  2.872486    10192.30
  2.895854    10151.82
  2.919476    10119.79
  2.944622    10083.31
  2.966466    10043.28
  2.989834    10006.80
  3.014980     9970.77
  3.036824     9934.29
  3.061970     9886.25
  3.085592     9845.77
  3.108960     9817.74
  3.134106     9769.25
  3.157728     9729.22
  3.181096     9692.74
  3.204718     9652.70
  3.228086     9608.22
  3.251708     9564.18
  3.275076     9515.69
  3.298698     9475.21
  3.323844     9431.17
  3.347212     9382.68
  3.370834     9342.65
  3.394202     9294.16
  3.417824     9249.67
  3.442970     9193.62
  3.466338     9145.13
  3.489960     9105.10
  3.513328     9052.61
  3.536950     9004.12
  3.562096     8948.07
  3.585464     8895.58
  3.609086     8847.09
  3.634232     8786.59
  3.659378     8730.54
  3.682746     8682.05
  3.706368     8625.55
  3.729736     8569.50
  3.754882     8513.01
  3.778504     8456.51
  3.801872     8400.02
  3.827018     8339.96
  3.850640     8271.46
  3.875786     8214.96
  3.899154     8146.46
  3.924554     8081.95
  3.947922     8017.45
  3.971544     7948.94
  3.993134     7884.89
  4.018280     7828.39
  4.041902     7751.88
  4.067048     7675.36
  4.092194     7602.85
  4.115816     7530.34
  4.139184     7453.83
  4.162806     7377.32
  4.187952     7300.80
  4.213098     7212.28
  4.236466     7127.76
  4.265168     6926.24
